"YEAR","DISTRICT","DISTRICT NAME","CRISIS CODE","CRISIS CODEX","STUDENT COUNT"
2019-20,195901,PECOS-BARSTOW-TOYAH ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,222
2019-20,195901,PECOS-BARSTOW-TOYAH ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,19
2019-20,195901,PECOS-BARSTOW-TOYAH ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,279
2019-20,195901,PECOS-BARSTOW-TOYAH ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,195901,PECOS-BARSTOW-TOYAH ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,117
2019-20,195902,BALMORHEA ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,149
2019-20,195902,BALMORHEA ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,195902,BALMORHEA ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,196901,AUSTWELL-TIVOLI ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,108
2019-20,196901,AUSTWELL-TIVOLI ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,196901,AUSTWELL-TIVOLI ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,196901,AUSTWELL-TIVOLI ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,196901,AUSTWELL-TIVOLI ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,16
2019-20,196901,AUSTWELL-TIVOLI ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,196901,AUSTWELL-TIVOLI ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,196902,WOODSBORO ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,414
2019-20,196902,WOODSBORO ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,196902,WOODSBORO ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,16
2019-20,196902,WOODSBORO ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,196902,WOODSBORO ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,12
2019-20,196903,REFUGIO ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,671
2019-20,196903,REFUGIO ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,196903,REFUGIO ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,197902,MIAMI ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,197902,MIAMI ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,198901,BREMOND ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,499
2019-20,198902,CALVERT ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,198902,CALVERT ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,198903,FRANKLIN ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,017"
2019-20,198903,FRANKLIN ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,198903,FRANKLIN ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,198903,FRANKLIN ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,198903,FRANKLIN ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,69
2019-20,198903,FRANKLIN ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,198903,FRANKLIN ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,69
2019-20,198903,FRANKLIN ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,198903,FRANKLIN ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,70
2019-20,198905,HEARNE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,416
2019-20,198905,HEARNE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,60
2019-20,198905,HEARNE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,26
2019-20,198905,HEARNE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,64
2019-20,198905,HEARNE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,101
2019-20,198905,HEARNE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,198905,HEARNE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,56
2019-20,198905,HEARNE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,198905,HEARNE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,24
2019-20,198906,MUMFORD ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,620
2019-20,199901,ROCKWALL ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"13,828"
2019-20,199901,ROCKWALL ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,227
2019-20,199901,ROCKWALL ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,67
2019-20,199901,ROCKWALL ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,36
2019-20,199901,ROCKWALL ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,963
2019-20,199901,ROCKWALL ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,105
2019-20,199901,ROCKWALL ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,378
2019-20,199901,ROCKWALL ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,86
2019-20,199901,ROCKWALL ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,"1,173"
2019-20,199902,ROYSE CITY ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"6,285"
2019-20,199902,ROYSE CITY ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,21
2019-20,199902,ROYSE CITY ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,199902,ROYSE CITY ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,199902,ROYSE CITY ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,63
2019-20,199902,ROYSE CITY ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,199902,ROYSE CITY ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,43
2019-20,199902,ROYSE CITY ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,24
2019-20,199902,ROYSE CITY ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,146
2019-20,200901,BALLINGER ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,740
2019-20,200901,BALLINGER ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,18
2019-20,200901,BALLINGER ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,17
2019-20,200901,BALLINGER ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,200901,BALLINGER ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,98
2019-20,200901,BALLINGER ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,200901,BALLINGER ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,14
2019-20,200901,BALLINGER ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,200901,BALLINGER ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,200902,MILES ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,210
2019-20,200904,WINTERS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,492
2019-20,200904,WINTERS ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,200904,WINTERS ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,200904,WINTERS ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,27
2019-20,200904,WINTERS ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,200904,WINTERS ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,200904,WINTERS ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,200904,WINTERS ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,200906,OLFEN ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,130
2019-20,201902,HENDERSON ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"3,273"
2019-20,201902,HENDERSON ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,201902,HENDERSON ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,12
2019-20,201902,HENDERSON ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,201902,HENDERSON ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,50
2019-20,201902,HENDERSON ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,201902,HENDERSON ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,21
2019-20,201902,HENDERSON ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,10
2019-20,201903,LANEVILLE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,155
2019-20,201903,LANEVILLE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,201903,LANEVILLE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,201903,LANEVILLE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,201904,LEVERETTS CHAPEL ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,139
2019-20,201904,LEVERETTS CHAPEL ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,15
2019-20,201904,LEVERETTS CHAPEL ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,201904,LEVERETTS CHAPEL ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,17
2019-20,201904,LEVERETTS CHAPEL ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,45
2019-20,201904,LEVERETTS CHAPEL ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,201904,LEVERETTS CHAPEL ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,10
2019-20,201904,LEVERETTS CHAPEL ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,201904,LEVERETTS CHAPEL ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,201907,MOUNT ENTERPRISE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,388
2019-20,201907,MOUNT ENTERPRISE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,201907,MOUNT ENTERPRISE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,201907,MOUNT ENTERPRISE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,13
2019-20,201907,MOUNT ENTERPRISE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,201908,OVERTON ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,488
2019-20,201910,TATUM ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,366"
2019-20,201910,TATUM ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,201910,TATUM ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,103
2019-20,201910,TATUM ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,201910,TATUM ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,21
2019-20,201913,CARLISLE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,569
2019-20,201913,CARLISLE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,201913,CARLISLE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,20
2019-20,201913,CARLISLE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,24
2019-20,201913,CARLISLE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,201913,CARLISLE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,12
2019-20,201914,WEST RUSK COUNTY CONSOLIDATED ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,853
2019-20,201914,WEST RUSK COUNTY CONSOLIDATED ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,17
2019-20,201914,WEST RUSK COUNTY CONSOLIDATED ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,201914,WEST RUSK COUNTY CONSOLIDATED ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,201914,WEST RUSK COUNTY CONSOLIDATED ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,99
2019-20,201914,WEST RUSK COUNTY CONSOLIDATED ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,201914,WEST RUSK COUNTY CONSOLIDATED ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,20
2019-20,201914,WEST RUSK COUNTY CONSOLIDATED ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,201914,WEST RUSK COUNTY CONSOLIDATED ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,25
2019-20,202903,HEMPHILL ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,821
2019-20,202903,HEMPHILL ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,23
2019-20,202903,HEMPHILL ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,202903,HEMPHILL ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,202903,HEMPHILL ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,202905,WEST SABINE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,486
2019-20,202905,WEST SABINE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,29
2019-20,202905,WEST SABINE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,202905,WEST SABINE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,202905,WEST SABINE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,32
2019-20,202905,WEST SABINE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,202905,WEST SABINE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,16
2019-20,202905,WEST SABINE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,202905,WEST SABINE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,203901,SAN AUGUSTINE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,755
2019-20,203902,BROADDUS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,375
2019-20,204901,COLDSPRING-OAKHURST CISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,219"
2019-20,204901,COLDSPRING-OAKHURST CISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,44
2019-20,204901,COLDSPRING-OAKHURST CISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,55
2019-20,204901,COLDSPRING-OAKHURST CISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,41
2019-20,204901,COLDSPRING-OAKHURST CISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,87
2019-20,204901,COLDSPRING-OAKHURST CISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,16
2019-20,204901,COLDSPRING-OAKHURST CISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,60
2019-20,204901,COLDSPRING-OAKHURST CISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,12
2019-20,204901,COLDSPRING-OAKHURST CISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,42
2019-20,204904,SHEPHERD ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,593"
2019-20,204904,SHEPHERD ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,17
2019-20,204904,SHEPHERD ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,204904,SHEPHERD ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,204904,SHEPHERD ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,260
2019-20,204904,SHEPHERD ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,11
2019-20,204904,SHEPHERD ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,36
2019-20,204904,SHEPHERD ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,204904,SHEPHERD ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,20
2019-20,205901,ARANSAS PASS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,355"
2019-20,205901,ARANSAS PASS ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,15
2019-20,205901,ARANSAS PASS ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,205901,ARANSAS PASS ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,17
2019-20,205901,ARANSAS PASS ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,65
2019-20,205901,ARANSAS PASS ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,12
2019-20,205901,ARANSAS PASS ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,61
2019-20,205901,ARANSAS PASS ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,205901,ARANSAS PASS ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,47
2019-20,205902,GREGORY-PORTLAND ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"3,332"
2019-20,205902,GREGORY-PORTLAND ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,67
2019-20,205902,GREGORY-PORTLAND ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,56
2019-20,205902,GREGORY-PORTLAND ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,15
2019-20,205902,GREGORY-PORTLAND ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,485
2019-20,205902,GREGORY-PORTLAND ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,46
2019-20,205902,GREGORY-PORTLAND ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,251
2019-20,205902,GREGORY-PORTLAND ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,10
2019-20,205902,GREGORY-PORTLAND ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,332
2019-20,205903,INGLESIDE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"2,053"
2019-20,205903,INGLESIDE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,205903,INGLESIDE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,205903,INGLESIDE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,205903,INGLESIDE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,13
2019-20,205903,INGLESIDE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,205903,INGLESIDE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,19
2019-20,205903,INGLESIDE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,205903,INGLESIDE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,26
2019-20,205904,MATHIS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,172"
2019-20,205904,MATHIS ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,49
2019-20,205904,MATHIS ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,205904,MATHIS ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,205904,MATHIS ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,195
2019-20,205904,MATHIS ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,205904,MATHIS ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,92
2019-20,205904,MATHIS ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,205904,MATHIS ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,30
2019-20,205905,ODEM-EDROY ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,830
2019-20,205905,ODEM-EDROY ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,23
2019-20,205906,SINTON ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,604"
2019-20,205906,SINTON ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,42
2019-20,205906,SINTON ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,205906,SINTON ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,29
2019-20,205906,SINTON ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,187
2019-20,205906,SINTON ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,205906,SINTON ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,67
2019-20,205906,SINTON ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,16
2019-20,205906,SINTON ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,148
